,Marque,Modèle,Année,Type de carburant,Puissance fiscale,Nombre de portes,État,Boîte à vitesses,Prix,average_km
93,9,10,0.1847283979341513,0,-0.157202032758452,0.3171049598406735,1,0,-0.38220627845226923,0.4982388818711667
94,7,13,-0.2853383410608048,0,-1.009232749296055,0.3171049598406735,2,1,-0.4736335813538077,1.4182609966272695
95,4,16,0.1847283979341513,0,-0.157202032758452,0.3171049598406735,1,0,-0.14449529090826932,-0.5942873794017052
96,8,7,-0.05030497156332676,0,-1.009232749296055,0.3171049598406735,1,1,-0.6793450128822691,-0.8242929080907307
98,10,5,1.1248618759240636,0,-0.157202032758452,0.3171049598406735,1,0,0.244070746423269,-1.8593177871913462
99,2,0,-0.05030497156332676,0,-1.009232749296055,0.3171049598406735,2,1,-0.8393427929599614,-1.0542984367797565
100,8,9,-1.9305719275431512,0,-0.5832173910272536,-3.15352998736582,0,1,-0.921627365571346,1.1882554679382438
101,0,12,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,2.2554714102571145,0.038227824493115424
102,6,1,0.41976176743162935,0,0.2688133255103496,0.3171049598406735,1,0,0.5412094808532689,-0.709290143746218
103,5,15,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,0.7926345638324996,-0.19177770419591023
104,8,2,0.8898285064265855,0,-1.009232749296055,-3.15352998736582,2,1,-0.6290599962864231,-0.4217832328849359
105,0,11,0.8898285064265855,1,0.2688133255103496,0.3171049598406735,1,0,1.7480498791535761,-1.2843039654687822
106,5,15,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,1.3823406675474226,-0.709290143746218
107,5,15,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,1.3869120326924995,-0.709290143746218
108,5,15,-1.6955385580456732,0,1.5468594003167544,0.3171049598406735,2,0,-0.7387727597682692,2.338283111383372
109,5,15,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,1.656622576252038,0.038227824493115424
118,1,8,1.1248618759240636,0,-1.009232749296055,0.3171049598406735,1,1,-0.6747736477371922,-0.4217832328849359
119,5,14,-0.2853383410608048,0,-0.157202032758452,0.3171049598406735,1,0,-0.30449307098596157,0.2682333531821411
122,1,8,0.1847283979341513,0,-1.009232749296055,0.3171049598406735,2,1,-0.8256286975247307,1.6482665253162951
123,3,6,-3.1057387750305416,1,-0.157202032758452,0.3171049598406735,2,1,-1.0679110502138074,0.7282444105601924
125,1,3,0.1847283979341513,0,-1.009232749296055,0.3171049598406735,2,1,-0.7387727597682692,0.2682333531821411
126,1,8,0.41976176743162935,1,-0.5832173910272536,0.3171049598406735,2,1,-0.8759137141205767,0.038227824493115424
128,9,10,0.1847283979341513,0,-0.157202032758452,0.3171049598406735,1,0,-0.38220627845226923,0.4982388818711667
129,7,13,-0.2853383410608048,0,-1.009232749296055,0.3171049598406735,2,1,-0.4736335813538077,1.4182609966272695
130,4,16,0.1847283979341513,0,-0.157202032758452,0.3171049598406735,1,0,-0.14449529090826932,-0.5942873794017052
131,8,7,-0.05030497156332676,0,-1.009232749296055,0.3171049598406735,1,1,-0.6793450128822691,-0.8242929080907307
133,10,5,1.1248618759240636,0,-0.157202032758452,0.3171049598406735,1,0,0.244070746423269,-1.8593177871913462
134,2,0,-0.05030497156332676,0,-1.009232749296055,0.3171049598406735,2,1,-0.8393427929599614,-1.0542984367797565
135,8,9,-1.9305719275431512,0,-0.5832173910272536,-3.15352998736582,0,1,-0.921627365571346,1.1882554679382438
136,0,12,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,2.2554714102571145,0.038227824493115424
137,6,1,0.41976176743162935,0,0.2688133255103496,0.3171049598406735,1,0,0.5412094808532689,-0.709290143746218
138,5,15,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,0.7926345638324996,-0.19177770419591023
139,8,2,0.8898285064265855,0,-1.009232749296055,-3.15352998736582,2,1,-0.6290599962864231,-0.4217832328849359
140,0,11,0.8898285064265855,1,0.2688133255103496,0.3171049598406735,1,0,1.7480498791535761,-1.2843039654687822
141,5,15,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,1.3823406675474226,-0.709290143746218
142,5,15,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,1.3869120326924995,-0.709290143746218
143,5,15,-1.6955385580456732,0,1.5468594003167544,0.3171049598406735,2,0,-0.7387727597682692,2.338283111383372
144,5,15,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,1.656622576252038,0.038227824493115424
153,1,8,1.1248618759240636,0,-1.009232749296055,0.3171049598406735,1,1,-0.6747736477371922,-0.4217832328849359
154,5,14,-0.2853383410608048,0,-0.157202032758452,0.3171049598406735,1,0,-0.30449307098596157,0.2682333531821411
157,1,8,0.1847283979341513,0,-1.009232749296055,0.3171049598406735,2,1,-0.8256286975247307,1.6482665253162951
158,3,6,-3.1057387750305416,1,-0.157202032758452,0.3171049598406735,2,1,-1.0679110502138074,0.7282444105601924
160,1,3,0.1847283979341513,0,-1.009232749296055,0.3171049598406735,2,1,-0.7387727597682692,0.2682333531821411
161,1,8,0.41976176743162935,1,-0.5832173910272536,0.3171049598406735,2,1,-0.8759137141205767,0.038227824493115424
163,9,10,0.1847283979341513,0,-0.157202032758452,0.3171049598406735,1,0,-0.38220627845226923,0.4982388818711667
164,7,13,-0.2853383410608048,0,-1.009232749296055,0.3171049598406735,2,1,-0.4736335813538077,1.4182609966272695
165,4,16,0.1847283979341513,0,-0.157202032758452,0.3171049598406735,1,0,-0.14449529090826932,-0.5942873794017052
166,8,7,-0.05030497156332676,0,-1.009232749296055,0.3171049598406735,1,1,-0.6793450128822691,-0.8242929080907307
168,10,5,1.1248618759240636,0,-0.157202032758452,0.3171049598406735,1,0,0.244070746423269,-1.8593177871913462
169,2,0,-0.05030497156332676,0,-1.009232749296055,0.3171049598406735,2,1,-0.8393427929599614,-1.0542984367797565
170,8,9,-1.9305719275431512,0,-0.5832173910272536,-3.15352998736582,0,1,-0.921627365571346,1.1882554679382438
171,0,12,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,2.2554714102571145,0.038227824493115424
172,6,1,0.41976176743162935,0,0.2688133255103496,0.3171049598406735,1,0,0.5412094808532689,-0.709290143746218
173,5,15,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,0.7926345638324996,-0.19177770419591023
174,8,2,0.8898285064265855,0,-1.009232749296055,-3.15352998736582,2,1,-0.6290599962864231,-0.4217832328849359
175,0,11,0.8898285064265855,1,0.2688133255103496,0.3171049598406735,1,0,1.7480498791535761,-1.2843039654687822
176,5,15,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,1.3823406675474226,-0.709290143746218
177,5,15,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,1.3869120326924995,-0.709290143746218
178,5,15,-1.6955385580456732,0,1.5468594003167544,0.3171049598406735,2,0,-0.7387727597682692,2.338283111383372
179,5,15,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,1.656622576252038,0.038227824493115424
188,1,8,1.1248618759240636,0,-1.009232749296055,0.3171049598406735,1,1,-0.6747736477371922,-0.4217832328849359
189,5,14,-0.2853383410608048,0,-0.157202032758452,0.3171049598406735,1,0,-0.30449307098596157,0.2682333531821411
192,1,8,0.1847283979341513,0,-1.009232749296055,0.3171049598406735,2,1,-0.8256286975247307,1.6482665253162951
193,3,6,-3.1057387750305416,1,-0.157202032758452,0.3171049598406735,2,1,-1.0679110502138074,0.7282444105601924
195,1,3,0.1847283979341513,0,-1.009232749296055,0.3171049598406735,2,1,-0.7387727597682692,0.2682333531821411
196,1,8,0.41976176743162935,1,-0.5832173910272536,0.3171049598406735,2,1,-0.8759137141205767,0.038227824493115424
198,9,10,0.1847283979341513,0,-0.157202032758452,0.3171049598406735,1,0,-0.38220627845226923,0.4982388818711667
199,7,13,-0.2853383410608048,0,-1.009232749296055,0.3171049598406735,2,1,-0.4736335813538077,1.4182609966272695
200,4,16,0.1847283979341513,0,-0.157202032758452,0.3171049598406735,1,0,-0.14449529090826932,-0.5942873794017052
201,8,7,-0.05030497156332676,0,-1.009232749296055,0.3171049598406735,1,1,-0.6793450128822691,-0.8242929080907307
203,10,5,1.1248618759240636,0,-0.157202032758452,0.3171049598406735,1,0,0.244070746423269,-1.8593177871913462
204,2,0,-0.05030497156332676,0,-1.009232749296055,0.3171049598406735,2,1,-0.8393427929599614,-1.0542984367797565
205,8,9,-1.9305719275431512,0,-0.5832173910272536,-3.15352998736582,0,1,-0.921627365571346,1.1882554679382438
206,0,12,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,2.2554714102571145,0.038227824493115424
207,6,1,0.41976176743162935,0,0.2688133255103496,0.3171049598406735,1,0,0.5412094808532689,-0.709290143746218
208,5,15,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,0.7926345638324996,-0.19177770419591023
209,8,2,0.8898285064265855,0,-1.009232749296055,-3.15352998736582,2,1,-0.6290599962864231,-0.4217832328849359
210,0,11,0.8898285064265855,1,0.2688133255103496,0.3171049598406735,1,0,1.7480498791535761,-1.2843039654687822
211,5,15,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,1.3823406675474226,-0.709290143746218
212,5,15,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,1.3869120326924995,-0.709290143746218
213,5,15,-1.6955385580456732,0,1.5468594003167544,0.3171049598406735,2,0,-0.7387727597682692,2.338283111383372
214,5,15,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,1.656622576252038,0.038227824493115424
223,1,8,1.1248618759240636,0,-1.009232749296055,0.3171049598406735,1,1,-0.6747736477371922,-0.4217832328849359
224,5,14,-0.2853383410608048,0,-0.157202032758452,0.3171049598406735,1,0,-0.30449307098596157,0.2682333531821411
227,1,8,0.1847283979341513,0,-1.009232749296055,0.3171049598406735,2,1,-0.8256286975247307,1.6482665253162951
228,3,6,-3.1057387750305416,1,-0.157202032758452,0.3171049598406735,2,1,-1.0679110502138074,0.7282444105601924
230,1,3,0.1847283979341513,0,-1.009232749296055,0.3171049598406735,2,1,-0.7387727597682692,0.2682333531821411
231,1,8,0.41976176743162935,1,-0.5832173910272536,0.3171049598406735,2,1,-0.8759137141205767,0.038227824493115424
233,9,10,0.1847283979341513,0,-0.157202032758452,0.3171049598406735,1,0,-0.38220627845226923,0.4982388818711667
234,7,13,-0.2853383410608048,0,-1.009232749296055,0.3171049598406735,2,1,-0.4736335813538077,1.4182609966272695
235,4,16,0.1847283979341513,0,-0.157202032758452,0.3171049598406735,1,0,-0.14449529090826932,-0.5942873794017052
236,8,7,-0.05030497156332676,0,-1.009232749296055,0.3171049598406735,1,1,-0.6793450128822691,-0.8242929080907307
238,10,5,1.1248618759240636,0,-0.157202032758452,0.3171049598406735,1,0,0.244070746423269,-1.8593177871913462
239,2,0,-0.05030497156332676,0,-1.009232749296055,0.3171049598406735,2,1,-0.8393427929599614,-1.0542984367797565
240,8,9,-1.9305719275431512,0,-0.5832173910272536,-3.15352998736582,0,1,-0.921627365571346,1.1882554679382438
241,0,12,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,2.2554714102571145,0.038227824493115424
242,6,1,0.41976176743162935,0,0.2688133255103496,0.3171049598406735,1,0,0.5412094808532689,-0.709290143746218
243,5,15,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,0.7926345638324996,-0.19177770419591023
244,8,2,0.8898285064265855,0,-1.009232749296055,-3.15352998736582,2,1,-0.6290599962864231,-0.4217832328849359
245,0,11,0.8898285064265855,1,0.2688133255103496,0.3171049598406735,1,0,1.7480498791535761,-1.2843039654687822
246,5,15,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,1.3823406675474226,-0.709290143746218
247,5,15,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,1.3869120326924995,-0.709290143746218
248,5,15,-1.6955385580456732,0,1.5468594003167544,0.3171049598406735,2,0,-0.7387727597682692,2.338283111383372
249,5,15,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,1.656622576252038,0.038227824493115424
258,1,8,1.1248618759240636,0,-1.009232749296055,0.3171049598406735,1,1,-0.6747736477371922,-0.4217832328849359
259,5,14,-0.2853383410608048,0,-0.157202032758452,0.3171049598406735,1,0,-0.30449307098596157,0.2682333531821411
262,1,8,0.1847283979341513,0,-1.009232749296055,0.3171049598406735,2,1,-0.8256286975247307,1.6482665253162951
263,3,6,-3.1057387750305416,1,-0.157202032758452,0.3171049598406735,2,1,-1.0679110502138074,0.7282444105601924
265,1,3,0.1847283979341513,0,-1.009232749296055,0.3171049598406735,2,1,-0.7387727597682692,0.2682333531821411
266,1,8,0.41976176743162935,1,-0.5832173910272536,0.3171049598406735,2,1,-0.8759137141205767,0.038227824493115424
268,9,10,0.1847283979341513,0,-0.157202032758452,0.3171049598406735,1,0,-0.38220627845226923,0.4982388818711667
269,7,13,-0.2853383410608048,0,-1.009232749296055,0.3171049598406735,2,1,-0.4736335813538077,1.4182609966272695
270,4,16,0.1847283979341513,0,-0.157202032758452,0.3171049598406735,1,0,-0.14449529090826932,-0.5942873794017052
271,8,7,-0.05030497156332676,0,-1.009232749296055,0.3171049598406735,1,1,-0.6793450128822691,-0.8242929080907307
273,10,5,1.1248618759240636,0,-0.157202032758452,0.3171049598406735,1,0,0.244070746423269,-1.8593177871913462
274,2,0,-0.05030497156332676,0,-1.009232749296055,0.3171049598406735,2,1,-0.8393427929599614,-1.0542984367797565
275,8,9,-1.9305719275431512,0,-0.5832173910272536,-3.15352998736582,0,1,-0.921627365571346,1.1882554679382438
276,0,12,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,2.2554714102571145,0.038227824493115424
277,6,1,0.41976176743162935,0,0.2688133255103496,0.3171049598406735,1,0,0.5412094808532689,-0.709290143746218
278,5,15,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,0.7926345638324996,-0.19177770419591023
279,8,2,0.8898285064265855,0,-1.009232749296055,-3.15352998736582,2,1,-0.6290599962864231,-0.4217832328849359
280,0,11,0.8898285064265855,1,0.2688133255103496,0.3171049598406735,1,0,1.7480498791535761,-1.2843039654687822
281,5,15,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,1.3823406675474226,-0.709290143746218
282,5,15,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,1.3869120326924995,-0.709290143746218
283,5,15,-1.6955385580456732,0,1.5468594003167544,0.3171049598406735,2,0,-0.7387727597682692,2.338283111383372
284,5,15,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,1.656622576252038,0.038227824493115424
293,1,8,1.1248618759240636,0,-1.009232749296055,0.3171049598406735,1,1,-0.6747736477371922,-0.4217832328849359
294,5,14,-0.2853383410608048,0,-0.157202032758452,0.3171049598406735,1,0,-0.30449307098596157,0.2682333531821411
297,1,8,0.1847283979341513,0,-1.009232749296055,0.3171049598406735,2,1,-0.8256286975247307,1.6482665253162951
298,3,6,-3.1057387750305416,1,-0.157202032758452,0.3171049598406735,2,1,-1.0679110502138074,0.7282444105601924
300,1,3,0.1847283979341513,0,-1.009232749296055,0.3171049598406735,2,1,-0.7387727597682692,0.2682333531821411
301,1,8,0.41976176743162935,1,-0.5832173910272536,0.3171049598406735,2,1,-0.8759137141205767,0.038227824493115424
303,9,10,0.1847283979341513,0,-0.157202032758452,0.3171049598406735,1,0,-0.38220627845226923,0.4982388818711667
304,7,13,-0.2853383410608048,0,-1.009232749296055,0.3171049598406735,2,1,-0.4736335813538077,1.4182609966272695
305,4,16,0.1847283979341513,0,-0.157202032758452,0.3171049598406735,1,0,-0.14449529090826932,-0.5942873794017052
306,8,7,-0.05030497156332676,0,-1.009232749296055,0.3171049598406735,1,1,-0.6793450128822691,-0.8242929080907307
308,10,5,1.1248618759240636,0,-0.157202032758452,0.3171049598406735,1,0,0.244070746423269,-1.8593177871913462
309,2,0,-0.05030497156332676,0,-1.009232749296055,0.3171049598406735,2,1,-0.8393427929599614,-1.0542984367797565
310,8,9,-1.9305719275431512,0,-0.5832173910272536,-3.15352998736582,0,1,-0.921627365571346,1.1882554679382438
311,0,12,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,2.2554714102571145,0.038227824493115424
312,6,1,0.41976176743162935,0,0.2688133255103496,0.3171049598406735,1,0,0.5412094808532689,-0.709290143746218
313,5,15,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,0.7926345638324996,-0.19177770419591023
314,8,2,0.8898285064265855,0,-1.009232749296055,-3.15352998736582,2,1,-0.6290599962864231,-0.4217832328849359
315,0,11,0.8898285064265855,1,0.2688133255103496,0.3171049598406735,1,0,1.7480498791535761,-1.2843039654687822
316,5,15,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,1.3823406675474226,-0.709290143746218
317,5,15,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,1.3869120326924995,-0.709290143746218
318,5,15,-1.6955385580456732,0,1.5468594003167544,0.3171049598406735,2,0,-0.7387727597682692,2.338283111383372
319,5,15,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,1.656622576252038,0.038227824493115424
328,1,8,1.1248618759240636,0,-1.009232749296055,0.3171049598406735,1,1,-0.6747736477371922,-0.4217832328849359
329,5,14,-0.2853383410608048,0,-0.157202032758452,0.3171049598406735,1,0,-0.30449307098596157,0.2682333531821411
332,1,8,0.1847283979341513,0,-1.009232749296055,0.3171049598406735,2,1,-0.8256286975247307,1.6482665253162951
333,3,6,-3.1057387750305416,1,-0.157202032758452,0.3171049598406735,2,1,-1.0679110502138074,0.7282444105601924
335,1,3,0.1847283979341513,0,-1.009232749296055,0.3171049598406735,2,1,-0.7387727597682692,0.2682333531821411
336,1,8,0.41976176743162935,1,-0.5832173910272536,0.3171049598406735,2,1,-0.8759137141205767,0.038227824493115424
338,9,10,0.1847283979341513,0,-0.157202032758452,0.3171049598406735,1,0,-0.38220627845226923,0.4982388818711667
339,7,13,-0.2853383410608048,0,-1.009232749296055,0.3171049598406735,2,1,-0.4736335813538077,1.4182609966272695
340,4,16,0.1847283979341513,0,-0.157202032758452,0.3171049598406735,1,0,-0.14449529090826932,-0.5942873794017052
341,8,7,-0.05030497156332676,0,-1.009232749296055,0.3171049598406735,1,1,-0.6793450128822691,-0.8242929080907307
343,10,5,1.1248618759240636,0,-0.157202032758452,0.3171049598406735,1,0,0.244070746423269,-1.8593177871913462
344,2,0,-0.05030497156332676,0,-1.009232749296055,0.3171049598406735,2,1,-0.8393427929599614,-1.0542984367797565
345,8,9,-1.9305719275431512,0,-0.5832173910272536,-3.15352998736582,0,1,-0.921627365571346,1.1882554679382438
346,0,12,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,2.2554714102571145,0.038227824493115424
347,6,1,0.41976176743162935,0,0.2688133255103496,0.3171049598406735,1,0,0.5412094808532689,-0.709290143746218
348,5,15,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,0.7926345638324996,-0.19177770419591023
349,8,2,0.8898285064265855,0,-1.009232749296055,-3.15352998736582,2,1,-0.6290599962864231,-0.4217832328849359
350,0,11,0.8898285064265855,1,0.2688133255103496,0.3171049598406735,1,0,1.7480498791535761,-1.2843039654687822
351,5,15,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,1.3823406675474226,-0.709290143746218
352,5,15,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,1.3869120326924995,-0.709290143746218
353,5,15,-1.6955385580456732,0,1.5468594003167544,0.3171049598406735,2,0,-0.7387727597682692,2.338283111383372
354,5,15,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,1.656622576252038,0.038227824493115424
363,1,8,1.1248618759240636,0,-1.009232749296055,0.3171049598406735,1,1,-0.6747736477371922,-0.4217832328849359
364,5,14,-0.2853383410608048,0,-0.157202032758452,0.3171049598406735,1,0,-0.30449307098596157,0.2682333531821411
367,1,8,0.1847283979341513,0,-1.009232749296055,0.3171049598406735,2,1,-0.8256286975247307,1.6482665253162951
368,3,6,-3.1057387750305416,1,-0.157202032758452,0.3171049598406735,2,1,-1.0679110502138074,0.7282444105601924
370,1,3,0.1847283979341513,0,-1.009232749296055,0.3171049598406735,2,1,-0.7387727597682692,0.2682333531821411
371,1,8,0.41976176743162935,1,-0.5832173910272536,0.3171049598406735,2,1,-0.8759137141205767,0.038227824493115424
373,9,10,0.1847283979341513,0,-0.157202032758452,0.3171049598406735,1,0,-0.38220627845226923,0.4982388818711667
374,7,13,-0.2853383410608048,0,-1.009232749296055,0.3171049598406735,2,1,-0.4736335813538077,1.4182609966272695
375,4,16,0.1847283979341513,0,-0.157202032758452,0.3171049598406735,1,0,-0.14449529090826932,-0.5942873794017052
376,8,7,-0.05030497156332676,0,-1.009232749296055,0.3171049598406735,1,1,-0.6793450128822691,-0.8242929080907307
378,10,5,1.1248618759240636,0,-0.157202032758452,0.3171049598406735,1,0,0.244070746423269,-1.8593177871913462
379,2,0,-0.05030497156332676,0,-1.009232749296055,0.3171049598406735,2,1,-0.8393427929599614,-1.0542984367797565
380,8,9,-1.9305719275431512,0,-0.5832173910272536,-3.15352998736582,0,1,-0.921627365571346,1.1882554679382438
381,0,12,0.41976176743162935,0,1.5468594003167544,0.3171049598406735,1,0,2.2554714102571145,0.038227824493115424
382,6,1,0.41976176743162935,0,0.2688133255103496,0.3171049598406735,1,0,0.5412094808532689,-0.709290143746218
